category,title,content,date,is_ai
맛집_리뷰,"강남역 맛집 바비레드(양식, 2019년 봄)  데이트 맛집에 필요한... ",바비레드 맛집에에서 밥 먹었다. 맛은 자극적이지 않았고 가격도 요즘 기준으로는 평범했다. 근처 약속 있을 때 한 끼 해결하기 괜찮은 곳. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 사람이 좀 있어서 조용한 느낌은 아니었음.,20190402,1
맛집_리뷰,강남역 맛집 청류벽,"청류벽 갔다옴. 대기 조금 있었고 메뉴는 생각보다 빨리 나왔다. 맛은 무난, 양은 적당한 편이라 근처에서 밥 먹을 때 참고할 만함. 기대치를 낮추고 가면 무난한 정도. 사람이 좀 있어서 조용한 느낌은 아니었음. 이런 곳도 있었네 싶었다.",20191002,1
맛집_리뷰,2019년 강남역 맛집 청춘양꼬치 방문기,"청춘양꼬치 다녀왔는데 첫인상은 그냥 보통. 근데 먹다 보니 나쁘지 않았다. 소스가 조금 강해서 호불호 있을 듯하고, 나는 그럭저럭 괜찮았음. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 기대치를 낮추고 가면 무난한 정도.",20190401,1
맛집_리뷰,강남역맛집 : 바비레드 - 매콤한 크림파스타 &amp; 큐브 스테이크,친구가 가보자 해서 바비레드 들렀는데 사람 많더라. 그래도 음식은 금방 나왔고 맛도 나쁘지 않았음. 막 감탄까진 아니고 배부르게 먹고 나왔다. 사람이 좀 있어서 조용한 느낌은 아니었음. 딱히 특별하진 않은데 기억은 남는 편이다.,20200110,1
맛집_리뷰,강남역맛집:: 빠네치킨으로 유명한 치킨맛집 꼭그닭,"빠네치킨으로 치킨맛집 먹고 옴. 사람 많고 조금 정신없었지만 음식은 괜찮았다. 가격은 보통, 위치는 편한 편이라 약속 전후로 들르기 좋음. 기대치를 낮추고 가면 무난한 정도. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다.",20190104,1
맛집_리뷰,[식사일기] 서촌레이어드 카페부터 강남역맛집까지 2019년... ,서촌레이어드 먹어봄. 맛은 괜찮았고 특별히 불편한 건 없었다. 가게가 조금 북적여서 오래 앉아있긴 애매했고 그냥 식사하고 나오기 좋음. 다음엔 다른 메뉴도 봐야 할 듯. 사람이 좀 있어서 조용한 느낌은 아니었음. 사람이 좀 있어서 조용한 느낌은 아니었음.,20190202,1
맛집_리뷰,"홍콩을 연상시키는 강남역맛집, 구구당!",홍콩을 들렀다. 맛은 무난했고 양도 적당. 웨이팅만 길지 않으면 괜찮음. 엄청 특별한 맛집이라기보단 근처에서 밥 먹기 좋은 곳. 이런 곳도 있었네 싶었다. 다음엔 다른 메뉴도 봐야 할 듯. 딱히 특별하진 않은데 기억은 남는 편이다.,20200101,1
맛집_리뷰,[강남역 맛집] 바비레드 추천,바비레드 이름은 몇 번 봤는데 이제야 가봄. 양은 생각보다 괜찮고 맛은 익숙한 쪽. 웨이팅 길면 굳이 기다릴 정도는 아닌 듯. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 딱히 특별하진 않은데 기억은 남는 편이다. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편.,20191209,1
맛집_리뷰,강남역 맛집- 옛터 남도밥상  솔직후기,"맛집-를 먹었는데 양이 아주 많진 않아도 부족하진 않았다. 내부는 조금 바빴고, 음식은 깔끔한 편이라 크게 실패할 느낌은 아님. 엄청난 건 아니고 그냥 기록용. 엄청난 건 아니고 그냥 기록용. 급하게 정한 일정치고는 나쁘지 않았다.",20190725,1
맛집_리뷰,강남역맛집 인기명 역삼본점 조갈찜 토토가 연말모임 회식장소,인기명 역삼본점 기록. 자리 간격은 넓진 않았고 음식은 바로 먹기 괜찮았다. 막 특별하진 않은데 배고플 때 들르면 나쁘지 않은 정도. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 딱히 특별하진 않은데 기억은 남는 편이다.,20190120,1
